id_registro,fecha,mes,dia_semana,dia_semana_num,hora,franja_horaria,es_fin_semana,es_feriado,administracion_zonal,tipo_incidente,intensidad_esperada,conteo_incidentes,alta_demanda
866,2025-02-25,2,martes,1,13,Tarde,0,0,Eloy Alfaro,Incidente de tránsito,2.8279125000000005,3,0
867,2025-12-16,12,martes,1,15,Tarde,0,0,Tumbaco,Incidente de tránsito,1.3466250000000002,2,0
868,2025-04-17,4,jueves,3,3,Madrugada,0,0,Los Chillos,Alteración del orden público,2.5234375,2,0
869,2025-11-15,11,sábado,5,23,Noche,1,0,Eloy Alfaro,Incidente de tránsito,3.3169500000000007,5,1
870,2025-02-17,2,lunes,0,0,Madrugada,0,0,Eloy Alfaro,Vandalismo,2.885625,4,1
871,2025-03-02,3,domingo,6,12,Tarde,1,0,La Delicia,Vandalismo,1.9845000000000002,3,0
872,2025-12-03,12,miércoles,2,3,Madrugada,0,0,Aeropuerto,Alteración del orden público,2.078125,1,0
873,2025-01-26,1,domingo,6,19,Noche,1,0,Quitumbe,Robo de vehículos,4.3848,7,1
874,2025-10-19,10,domingo,6,17,Tarde,1,0,Quitumbe,Robo a personas,4.932900000000001,6,1
875,2025-09-14,9,domingo,6,5,Madrugada,1,0,Eloy Alfaro,Robo de vehículos,3.0618000000000003,3,0
876,2025-01-08,1,miércoles,2,2,Madrugada,0,0,Eloy Alfaro,Alteración del orden público,4.0078125,1,0
877,2025-04-23,4,miércoles,2,22,Noche,0,0,Tumbaco,Robo a personas,1.7313750000000003,2,0
878,2025-12-21,12,domingo,6,12,Tarde,1,0,Eloy Alfaro,Robo de vehículos,3.5721000000000007,2,0
879,2025-09-10,9,miércoles,2,15,Tarde,0,0,Quitumbe,Robo de autopartes,2.3598,5,1
880,2025-06-29,6,domingo,6,4,Madrugada,1,0,Los Chillos,Robo a personas,3.0121875,5,1
881,2025-07-26,7,sábado,5,3,Madrugada,1,0,Manuela Sáenz,Alteración del orden público,5.078125,6,1
882,2025-10-30,10,jueves,3,20,Noche,0,0,Calderón,Incidente de tránsito,2.7481125,5,1
883,2025-05-07,5,miércoles,2,7,Mañana,0,0,Eloy Alfaro,Emergencia comunitaria,2.398275,4,1
884,2025-02-25,2,martes,1,18,Noche,0,0,Quitumbe,Alteración del orden público,4.132499999999999,1,0
885,2025-08-02,8,sábado,5,13,Tarde,1,0,Manuela Sáenz,Alteración del orden público,4.265625,7,1
886,2025-01-14,1,martes,1,6,Mañana,0,0,Calderón,Robo de autopartes,2.2833249999999996,1,0
887,2025-01-28,1,martes,1,13,Tarde,0,0,Eugenio Espejo,Robo a personas,3.0972375,2,0
888,2025-03-19,3,miércoles,2,5,Madrugada,0,0,La Delicia,Incidente de tránsito,1.7955,1,0
889,2025-08-04,8,lunes,0,11,Mañana,0,0,Quitumbe,Robo de vehículos,2.4624,1,0
890,2025-12-31,12,miércoles,2,15,Tarde,0,0,Manuela Sáenz,Robo a personas,2.885625,5,1
891,2025-06-03,6,martes,1,16,Tarde,0,0,Tumbaco,Emergencia comunitaria,1.090125,2,0
892,2025-01-14,1,martes,1,12,Tarde,0,0,Eugenio Espejo,Robo a personas,3.0972375,2,0
893,2025-07-06,7,domingo,6,22,Noche,1,0,Calderón,Robo de vehículos,2.1546000000000003,2,0
894,2025-11-08,11,sábado,5,13,Tarde,1,0,Manuela Sáenz,Robo a personas,4.6068750000000005,3,0
895,2025-01-07,1,martes,1,6,Mañana,0,0,Calderón,Robo a personas,2.680425,3,0
896,2025-01-03,1,viernes,4,13,Tarde,0,0,Eloy Alfaro,Robo a personas,4.592700000000001,2,0
897,2025-04-21,4,lunes,0,14,Tarde,0,0,La Delicia,Robo a personas,2.6932500000000004,0,0
898,2025-08-26,8,martes,1,11,Mañana,0,0,Manuela Sáenz,Alteración del orden público,2.671875,4,1
899,2025-12-29,12,lunes,0,16,Tarde,0,0,Tumbaco,Vandalismo,1.15425,1,0
900,2025-08-27,8,miércoles,2,8,Mañana,0,0,Manuela Sáenz,Robo de vehículos,3.1350000000000002,2,0
901,2025-10-01,10,miércoles,2,21,Noche,0,0,Los Chillos,Vandalismo,2.107575,2,0
902,2025-10-21,10,martes,1,14,Tarde,0,0,Los Chillos,Robo a personas,2.2892624999999995,4,1
903,2025-08-15,8,viernes,4,11,Mañana,0,0,Manuela Sáenz,Robo de vehículos,3.24,2,0
904,2025-01-15,1,miércoles,2,1,Madrugada,0,0,Quitumbe,Robo a personas,3.8475000000000006,2,0
905,2025-07-11,7,viernes,4,4,Madrugada,0,0,Eloy Alfaro,Alteración del orden público,5.0625,4,1
906,2025-04-29,4,martes,1,12,Tarde,0,0,Eugenio Espejo,Robo de autopartes,2.6383874999999994,4,1
907,2025-01-28,1,martes,1,19,Noche,0,0,Calderón,Alteración del orden público,3.2715625,2,0
908,2025-07-21,7,lunes,0,22,Noche,0,0,Calderón,Emergencia comunitaria,1.380825,4,1
909,2025-02-08,2,sábado,5,7,Mañana,1,0,Quitumbe,Alteración del orden público,4.290000000000001,6,1
910,2025-09-30,9,martes,1,13,Tarde,0,0,Eugenio Espejo,Alteración del orden público,2.8678125000000003,6,1
911,2025-08-19,8,martes,1,14,Tarde,0,0,Eugenio Espejo,Incidente de tránsito,2.4089625,2,0
912,2025-03-27,3,jueves,3,10,Mañana,0,0,Eloy Alfaro,Robo de vehículos,2.7702000000000004,2,0
913,2025-05-06,5,martes,1,0,Madrugada,0,0,Calderón,Robo de vehículos,2.7074999999999996,1,0
914,2025-10-27,10,lunes,0,20,Noche,0,0,La Delicia,Emergencia comunitaria,2.3417499999999998,0,0
915,2025-01-25,1,sábado,5,2,Madrugada,1,0,Calderón,Alteración del orden público,3.859375,4,1
916,2025-05-25,5,domingo,6,16,Tarde,1,0,Manuela Sáenz,Robo a personas,3.189375,3,0
917,2025-01-13,1,lunes,0,18,Noche,0,0,Eugenio Espejo,Robo de vehículos,3.8018999999999994,4,1
918,2025-07-31,7,jueves,3,13,Tarde,0,0,Eugenio Espejo,Robo de autopartes,2.6383874999999994,4,1
919,2025-01-25,1,sábado,5,21,Noche,1,0,Eloy Alfaro,Robo de autopartes,5.852925,2,0
920,2025-03-09,3,domingo,6,22,Noche,1,0,Eugenio Espejo,Robo a personas,2.9342250000000005,0,0
921,2025-03-08,3,sábado,5,7,Mañana,1,0,Tumbaco,Incidente de tránsito,2.2522500000000005,4,1
922,2025-08-21,8,jueves,3,12,Tarde,0,0,Los Chillos,Emergencia comunitaria,1.4413874999999998,1,0
923,2025-04-19,4,sábado,5,19,Noche,1,0,Quitumbe,Robo de autopartes,5.2026,3,0
924,2025-05-26,5,lunes,0,2,Madrugada,0,0,La Delicia,Alteración del orden público,2.96875,8,1
925,2025-04-21,4,lunes,0,4,Madrugada,0,0,Eloy Alfaro,Incidente de tránsito,3.3665625000000006,2,0
926,2025-08-16,8,sábado,5,8,Mañana,1,0,Los Chillos,Robo a personas,3.2818500000000004,5,1
927,2025-04-21,4,lunes,0,5,Madrugada,0,0,Eloy Alfaro,Robo de vehículos,2.7702000000000004,3,0
928,2025-02-03,2,lunes,0,21,Noche,0,0,Aeropuerto,Alteración del orden público,2.410625,1,0
929,2025-04-21,4,lunes,0,1,Madrugada,0,0,La Delicia,Emergencia comunitaria,2.01875,4,1
930,2025-09-21,9,domingo,6,12,Tarde,1,0,Eugenio Espejo,Robo a personas,3.4232625000000003,4,1
931,2025-08-24,8,domingo,6,4,Madrugada,1,0,Aeropuerto,Incidente de tránsito,1.929375,1,0
932,2025-03-24,3,lunes,0,7,Mañana,0,0,Eloy Alfaro,Robo de autopartes,3.244725,5,1
933,2025-02-11,2,martes,1,22,Noche,0,0,Quitumbe,Robo de vehículos,2.4624,1,0
934,2025-04-11,4,viernes,4,0,Madrugada,0,0,Quitumbe,Robo de vehículos,4.319999999999999,8,1
935,2025-01-06,1,lunes,0,19,Noche,0,0,Manuela Sáenz,Robo a personas,4.649062499999999,11,1
936,2025-06-29,6,domingo,6,11,Mañana,1,0,La Delicia,Emergencia comunitaria,1.6065,1,0
937,2025-10-09,10,jueves,3,22,Noche,0,1,Calderón,Incidente de tránsito,2.0468699999999997,1,0
938,2025-11-16,11,domingo,6,10,Mañana,1,0,Calderón,Robo de autopartes,2.064825,0,0
939,2025-08-14,8,jueves,3,6,Mañana,0,0,Eloy Alfaro,Incidente de tránsito,2.962575,1,0
940,2025-11-11,11,martes,1,14,Tarde,0,0,Aeropuerto,Vandalismo,1.25685,1,0
941,2025-12-31,12,miércoles,2,21,Noche,0,0,Manuela Sáenz,Robo de autopartes,3.9603125,1,0
942,2025-08-17,8,domingo,6,23,Noche,1,0,Manuela Sáenz,Alteración del orden público,2.953125,4,1
943,2025-10-16,10,jueves,3,10,Mañana,0,0,Manuela Sáenz,Robo de autopartes,2.458125,2,0
944,2025-05-30,5,viernes,4,21,Noche,0,0,Eloy Alfaro,Alteración del orden público,5.8725,5,1
945,2025-10-04,10,sábado,5,15,Tarde,1,0,Eloy Alfaro,Robo a personas,4.2646500000000005,7,1
946,2025-07-17,7,jueves,3,2,Madrugada,0,0,Aeropuerto,Alteración del orden público,2.078125,2,0
947,2025-03-11,3,martes,1,19,Noche,0,0,Eugenio Espejo,Robo a personas,4.2771375,3,0
948,2025-04-22,4,martes,1,13,Tarde,0,0,Eloy Alfaro,Vandalismo,2.423925,1,0
949,2025-01-04,1,sábado,5,2,Madrugada,1,0,Eloy Alfaro,Vandalismo,3.9487500000000004,4,1
950,2025-12-16,12,martes,1,0,Madrugada,0,0,Calderón,Robo a personas,3.0459374999999995,4,1
951,2025-11-27,11,jueves,3,20,Noche,0,0,Los Chillos,Robo de vehículos,2.8101,6,1
952,2025-11-14,11,viernes,4,14,Tarde,0,0,Manuela Sáenz,Robo de autopartes,3.6225,9,1
953,2025-12-16,12,martes,1,0,Madrugada,0,0,Eloy Alfaro,Alteración del orden público,4.0078125,5,1
954,2025-04-05,4,sábado,5,16,Tarde,1,0,Manuela Sáenz,Robo de vehículos,3.5100000000000002,3,0
955,2025-06-01,6,domingo,6,1,Madrugada,1,0,Eloy Alfaro,Alteración del orden público,4.4296875,6,1
956,2025-11-07,11,viernes,4,19,Noche,0,0,Eloy Alfaro,Robo de vehículos,5.6376,5,1
957,2025-05-17,5,sábado,5,5,Madrugada,1,0,La Delicia,Robo a personas,3.1590000000000003,4,1
958,2025-09-04,9,jueves,3,7,Mañana,0,0,Manuela Sáenz,Robo a personas,3.526875,2,0
959,2025-08-31,8,domingo,6,15,Tarde,1,0,Quitumbe,Robo a personas,3.0618000000000003,3,0
960,2025-01-31,1,viernes,4,18,Noche,0,0,Manuela Sáenz,Emergencia comunitaria,3.6975,6,1
961,2025-02-09,2,domingo,6,0,Madrugada,1,0,Aeropuerto,Incidente de tránsito,1.929375,3,0
962,2025-08-17,8,domingo,6,2,Madrugada,1,0,Los Chillos,Robo de autopartes,2.5659374999999995,2,0
963,2025-02-05,2,miércoles,2,2,Madrugada,0,0,Quitumbe,Robo de autopartes,3.2774999999999994,5,1
964,2025-08-11,8,lunes,0,4,Madrugada,0,0,Eugenio Espejo,Robo a personas,3.6871875,5,1
965,2025-01-06,1,lunes,0,11,Mañana,0,0,Eugenio Espejo,Alteración del orden público,2.458125,2,0
966,2025-11-18,11,martes,1,11,Mañana,0,0,La Delicia,Robo a personas,2.3085,1,0
967,2025-08-08,8,viernes,4,19,Noche,0,0,Calderón,Alteración del orden público,4.1325,5,1
968,2025-03-16,3,domingo,6,12,Tarde,1,0,La Delicia,Incidente de tránsito,2.3152500000000003,2,0
969,2025-01-04,1,sábado,5,19,Noche,1,0,Los Chillos,Robo a personas,4.326075,3,0
970,2025-12-01,12,lunes,0,8,Mañana,0,0,Aeropuerto,Emergencia comunitaria,1.24355,2,0
971,2025-05-14,5,miércoles,2,6,Mañana,0,0,Eugenio Espejo,Robo a personas,3.244725,2,0
972,2025-04-28,4,lunes,0,3,Madrugada,0,0,Quitumbe,Robo de vehículos,3.4199999999999995,6,1
973,2025-04-04,4,viernes,4,18,Noche,0,0,Eloy Alfaro,Robo a personas,6.342300000000001,3,0
974,2025-03-03,3,lunes,0,21,Noche,0,1,Manuela Sáenz,Robo de vehículos,4.958999999999999,6,1
975,2025-07-13,7,domingo,6,18,Noche,1,0,La Delicia,Robo a personas,4.11075,2,0
976,2025-12-01,12,lunes,0,5,Madrugada,0,0,Manuela Sáenz,Robo de vehículos,2.565,1,0
977,2025-07-22,7,martes,1,12,Tarde,0,0,Los Chillos,Robo de autopartes,1.9501125,2,0
978,2025-01-26,1,domingo,6,10,Mañana,1,0,Manuela Sáenz,Robo de vehículos,2.8350000000000004,3,0
979,2025-06-22,6,domingo,6,12,Tarde,1,0,La Delicia,Alteración del orden público,2.75625,5,1
980,2025-10-27,10,lunes,0,12,Tarde,0,0,Quitumbe,Incidente de tránsito,2.5137,6,1
981,2025-05-13,5,martes,1,21,Noche,0,0,Calderón,Robo de autopartes,3.009837499999999,2,0
982,2025-11-22,11,sábado,5,19,Noche,1,0,Eugenio Espejo,Robo a personas,5.852925,9,1
983,2025-04-28,4,lunes,0,14,Tarde,0,0,Los Chillos,Robo de vehículos,2.0349000000000004,1,0
984,2025-11-20,11,jueves,3,20,Noche,0,0,Quitumbe,Vandalismo,2.9754,2,0
985,2025-10-02,10,jueves,3,12,Tarde,0,0,La Delicia,Alteración del orden público,2.49375,4,1
986,2025-07-31,7,jueves,3,21,Noche,0,0,Eloy Alfaro,Robo de autopartes,4.2771375,6,1
987,2025-08-13,8,miércoles,2,10,Mañana,0,0,La Delicia,Robo a personas,2.3085,0,0
988,2025-01-20,1,lunes,0,18,Noche,0,0,Los Chillos,Robo de autopartes,2.6930124999999996,6,1
989,2025-04-23,4,miércoles,2,7,Mañana,0,0,Quitumbe,Robo de vehículos,3.0096,1,0
990,2025-05-20,5,martes,1,19,Noche,0,0,Los Chillos,Incidente de tránsito,2.4588375,4,1
991,2025-02-16,2,domingo,6,7,Mañana,1,0,La Delicia,Incidente de tránsito,2.4255000000000004,3,0
992,2025-01-01,1,miércoles,2,9,Mañana,0,1,Eloy Alfaro,Robo a personas,3.73977,3,0
993,2025-03-31,3,lunes,0,15,Tarde,0,0,Eloy Alfaro,Robo de autopartes,2.654775,4,1
994,2025-05-22,5,jueves,3,18,Noche,0,0,Eugenio Espejo,Robo a personas,4.2771375,4,1
995,2025-11-16,11,domingo,6,22,Noche,1,0,Calderón,Robo de autopartes,2.064825,1,0
996,2025-02-07,2,viernes,4,10,Mañana,0,0,Tumbaco,Vandalismo,1.458,1,0
997,2025-10-20,10,lunes,0,12,Tarde,0,0,Eugenio Espejo,Robo de autopartes,2.6383874999999994,6,1
998,2025-05-19,5,lunes,0,8,Mañana,0,0,La Delicia,Robo de vehículos,2.508,1,0
999,2025-12-22,12,lunes,0,19,Noche,0,0,La Delicia,Robo a personas,3.7192499999999997,2,0
1000,2025-11-29,11,sábado,5,23,Noche,1,0,La Delicia,Vandalismo,2.1060000000000003,4,1
1001,2025-09-16,9,martes,1,18,Noche,0,0,Manuela Sáenz,Alteración del orden público,4.3046875,4,1
1002,2025-06-10,6,martes,1,15,Tarde,0,0,Eloy Alfaro,Robo de autopartes,2.654775,3,0
1003,2025-06-27,6,viernes,4,6,Mañana,0,0,Manuela Sáenz,Robo a personas,4.455,2,0
1004,2025-01-10,1,viernes,4,18,Noche,0,0,Eloy Alfaro,Robo de vehículos,5.6376,4,1
1005,2025-09-18,9,jueves,3,11,Mañana,0,0,Manuela Sáenz,Incidente de tránsito,2.2443750000000002,1,0
1006,2025-05-18,5,domingo,6,14,Tarde,1,0,Eloy Alfaro,Robo de autopartes,3.4232625000000003,3,0
1007,2025-06-21,6,sábado,5,22,Noche,1,0,Quitumbe,Robo de autopartes,3.2292,5,1
1008,2025-01-13,1,lunes,0,13,Tarde,0,0,Eugenio Espejo,Robo de autopartes,2.6383874999999994,1,0
1009,2025-06-17,6,martes,1,10,Mañana,0,0,Aeropuerto,Emergencia comunitaria,1.01745,4,1
1010,2025-05-10,5,sábado,5,9,Mañana,1,0,Manuela Sáenz,Robo de vehículos,3.5100000000000002,6,1
1011,2025-03-25,3,martes,1,10,Mañana,0,0,Eugenio Espejo,Robo a personas,2.654775,5,1
1012,2025-11-17,11,lunes,0,5,Madrugada,0,0,Eugenio Espejo,Alteración del orden público,2.458125,4,1
1013,2025-11-15,11,sábado,5,1,Madrugada,1,0,Eloy Alfaro,Alteración del orden público,5.484375,5,1
1014,2025-04-11,4,viernes,4,10,Mañana,0,0,Los Chillos,Emergencia comunitaria,1.5606,2,0
1015,2025-11-25,11,martes,1,18,Noche,0,0,Eloy Alfaro,Incidente de tránsito,3.9052125,3,0
1016,2025-09-30,9,martes,1,5,Madrugada,0,0,Aeropuerto,Robo de vehículos,1.4364,3,0
1017,2025-09-22,9,lunes,0,13,Tarde,0,0,Los Chillos,Robo a personas,2.2892624999999995,1,0
1018,2025-02-07,2,viernes,4,19,Noche,0,0,Quitumbe,Incidente de tránsito,4.384799999999999,2,0
1019,2025-04-04,4,viernes,4,5,Madrugada,0,0,Quitumbe,Robo de autopartes,2.9808,2,0
1020,2025-04-05,4,sábado,5,16,Tarde,1,0,Calderón,Alteración del orden público,2.7787500000000005,4,1
1021,2025-11-01,11,sábado,5,9,Mañana,1,0,Eugenio Espejo,Alteración del orden público,3.36375,1,0
1022,2025-03-10,3,lunes,0,0,Madrugada,0,0,Calderón,Alteración del orden público,2.8203125,2,0
1023,2025-11-14,11,viernes,4,2,Madrugada,0,0,Eloy Alfaro,Robo a personas,5.4675,3,0
1024,2025-08-24,8,domingo,6,7,Mañana,1,0,Eloy Alfaro,Emergencia comunitaria,2.6507250000000004,1,0
1025,2025-11-30,11,domingo,6,7,Mañana,1,0,La Delicia,Vandalismo,2.079,1,0
1026,2025-05-17,5,sábado,5,19,Noche,1,0,Quitumbe,Alteración del orden público,5.654999999999999,7,1
1027,2025-03-17,3,lunes,0,21,Noche,0,0,Los Chillos,Robo de autopartes,2.6930124999999996,4,1
1028,2025-02-04,2,martes,1,14,Tarde,0,0,Eloy Alfaro,Robo a personas,3.6358875000000004,4,1
1029,2025-01-01,1,miércoles,2,23,Noche,0,1,Los Chillos,Robo a personas,2.35467,1,0
1030,2025-10-23,10,jueves,3,6,Mañana,0,0,Manuela Sáenz,Robo de vehículos,3.1350000000000002,3,0
1031,2025-11-16,11,domingo,6,10,Mañana,1,0,Eugenio Espejo,Robo de vehículos,2.6082,9,1
1032,2025-03-01,3,sábado,5,6,Mañana,1,0,Eugenio Espejo,Incidente de tránsito,3.4534500000000006,3,0
1033,2025-11-16,11,domingo,6,3,Madrugada,1,0,La Delicia,Emergencia comunitaria,2.23125,5,1
1034,2025-12-15,12,lunes,0,11,Mañana,0,0,Manuela Sáenz,Alteración del orden público,2.671875,2,0
1035,2025-11-24,11,lunes,0,5,Madrugada,0,0,La Delicia,Robo de autopartes,1.9664999999999997,2,0
1036,2025-09-24,9,miércoles,2,13,Tarde,0,0,Tumbaco,Robo a personas,2.0199375000000006,2,0
1037,2025-12-27,12,sábado,5,11,Mañana,1,0,La Delicia,Incidente de tránsito,2.4570000000000003,1,0
1038,2025-08-17,8,domingo,6,10,Mañana,1,0,La Delicia,Robo de vehículos,2.2680000000000002,1,0
1039,2025-09-27,9,sábado,5,18,Noche,1,0,Los Chillos,Robo a personas,4.326075,2,0
1040,2025-11-12,11,miércoles,2,20,Noche,0,0,Calderón,Robo de autopartes,3.009837499999999,2,0
1041,2025-10-13,10,lunes,0,4,Madrugada,0,0,La Delicia,Vandalismo,2.1374999999999997,3,0
1042,2025-10-18,10,sábado,5,13,Tarde,1,0,Manuela Sáenz,Incidente de tránsito,3.5831250000000003,2,0
1043,2025-08-01,8,viernes,4,20,Noche,0,0,Los Chillos,Robo a personas,3.9932999999999996,6,1
1044,2025-06-14,6,sábado,5,23,Noche,1,0,Quitumbe,Incidente de tránsito,2.9484000000000004,2,0
1045,2025-01-05,1,domingo,6,15,Tarde,1,0,Manuela Sáenz,Robo de vehículos,2.8350000000000004,1,0
1046,2025-12-05,12,viernes,4,12,Tarde,0,0,Manuela Sáenz,Robo a personas,4.2525,3,0
1047,2025-03-19,3,miércoles,2,21,Noche,0,0,Tumbaco,Vandalismo,1.8596249999999999,2,0
1048,2025-03-03,3,lunes,0,21,Noche,0,1,Eloy Alfaro,Vandalismo,4.01679,3,0
1049,2025-05-12,5,lunes,0,19,Noche,0,0,Aeropuerto,Alteración del orden público,2.410625,2,0
1050,2025-03-30,3,domingo,6,21,Noche,1,0,Eloy Alfaro,Alteración del orden público,5.1384375,2,0
1051,2025-08-25,8,lunes,0,3,Madrugada,0,0,Tumbaco,Vandalismo,1.603125,0,0
1052,2025-02-11,2,martes,1,10,Mañana,0,0,Eugenio Espejo,Emergencia comunitaria,1.6715249999999997,2,0
1053,2025-03-30,3,domingo,6,16,Tarde,1,0,La Delicia,Incidente de tránsito,1.9845000000000002,2,0
1054,2025-10-23,10,jueves,3,6,Mañana,0,0,Los Chillos,Alteración del orden público,2.220625,4,1
1055,2025-11-24,11,lunes,0,13,Tarde,0,0,La Delicia,Incidente de tránsito,2.09475,3,0
1056,2025-10-22,10,miércoles,2,10,Mañana,0,0,Quitumbe,Incidente de tránsito,2.1546000000000003,0,0
1057,2025-04-14,4,lunes,0,21,Noche,0,0,Eloy Alfaro,Robo a personas,5.0209875,6,1
1058,2025-01-14,1,martes,1,8,Mañana,0,0,Eloy Alfaro,Vandalismo,2.53935,0,0
1059,2025-10-15,10,miércoles,2,22,Noche,0,0,Manuela Sáenz,Robo de autopartes,2.458125,1,0
1060,2025-06-28,6,sábado,5,12,Tarde,1,0,Calderón,Robo de vehículos,3.1121999999999996,3,0
1061,2025-05-05,5,lunes,0,22,Noche,0,0,Eloy Alfaro,Alteración del orden público,2.885625,5,1
1062,2025-12-19,12,viernes,4,17,Tarde,0,0,Eloy Alfaro,Robo a personas,6.342300000000001,7,1
1063,2025-01-23,1,jueves,3,10,Mañana,0,0,La Delicia,Robo de autopartes,1.9664999999999997,0,0
1064,2025-03-04,3,martes,1,14,Tarde,0,1,Calderón,Vandalismo,2.0468699999999997,0,0
1065,2025-05-23,5,viernes,4,21,Noche,0,0,Calderón,Robo a personas,4.4631,4,1
1066,2025-06-02,6,lunes,0,18,Noche,0,0,Manuela Sáenz,Robo de autopartes,3.9603125,5,1
1067,2025-05-25,5,domingo,6,0,Madrugada,1,0,Eloy Alfaro,Incidente de tránsito,3.7209375000000007,3,0
1068,2025-08-13,8,miércoles,2,3,Madrugada,0,0,Aeropuerto,Robo de autopartes,1.9118749999999995,2,0
1069,2025-11-05,11,miércoles,2,13,Tarde,0,0,Manuela Sáenz,Robo de vehículos,2.9925,2,0
1070,2025-04-14,4,lunes,0,13,Tarde,0,0,Los Chillos,Robo de autopartes,1.9501125,1,0
1071,2025-04-14,4,lunes,0,2,Madrugada,0,0,Los Chillos,Robo de autopartes,2.3215624999999998,1,0
1072,2025-02-08,2,sábado,5,16,Tarde,1,0,Tumbaco,Alteración del orden público,2.19375,0,0
1073,2025-07-17,7,jueves,3,2,Madrugada,0,0,Manuela Sáenz,Vandalismo,2.671875,3,0
1074,2025-05-14,5,miércoles,2,15,Tarde,0,0,Los Chillos,Robo de autopartes,1.6715249999999997,3,0
1075,2025-03-08,3,sábado,5,13,Tarde,1,0,Tumbaco,Vandalismo,1.8427500000000003,3,0
1076,2025-06-28,6,sábado,5,19,Noche,1,0,Quitumbe,Alteración del orden público,5.654999999999999,4,1
1077,2025-02-11,2,martes,1,12,Tarde,0,0,Eugenio Espejo,Robo de vehículos,2.7530999999999994,1,0
1078,2025-01-15,1,miércoles,2,14,Tarde,0,0,Manuela Sáenz,Alteración del orden público,3.1171875,2,0
1079,2025-04-21,4,lunes,0,13,Tarde,0,0,Eloy Alfaro,Emergencia comunitaria,2.2892624999999995,4,1
1080,2025-06-06,6,viernes,4,23,Noche,0,0,La Delicia,Alteración del orden público,2.6999999999999997,4,1
1081,2025-10-16,10,jueves,3,18,Noche,0,0,Quitumbe,Robo a personas,4.4631,7,1
1082,2025-08-19,8,martes,1,5,Madrugada,0,0,Eugenio Espejo,Robo a personas,2.654775,2,0
1083,2025-06-06,6,viernes,4,9,Mañana,0,0,La Delicia,Robo de vehículos,2.592,1,0
1084,2025-02-07,2,viernes,4,14,Tarde,0,0,Eugenio Espejo,Robo de vehículos,3.4775999999999994,4,1
1085,2025-04-07,4,lunes,0,20,Noche,0,0,Calderón,Alteración del orden público,3.2715625,4,1
1086,2025-10-16,10,jueves,3,21,Noche,0,0,Los Chillos,Robo a personas,3.1613624999999996,4,1
1087,2025-09-11,9,jueves,3,19,Noche,0,0,Manuela Sáenz,Emergencia comunitaria,2.9271874999999996,1,0
1088,2025-07-15,7,martes,1,5,Madrugada,0,0,Eugenio Espejo,Robo de vehículos,2.3598,1,0
1089,2025-03-27,3,jueves,3,22,Noche,0,0,Eloy Alfaro,Robo de vehículos,2.7702000000000004,2,0
1090,2025-11-18,11,martes,1,9,Mañana,0,0,Quitumbe,Robo de autopartes,2.3598,0,0
1091,2025-01-10,1,viernes,4,6,Mañana,0,0,Calderón,Robo a personas,3.3858,4,1
1092,2025-01-05,1,domingo,6,21,Noche,1,0,Aeropuerto,Incidente de tránsito,2.2380750000000003,4,1
1093,2025-05-03,5,sábado,5,16,Tarde,1,0,Manuela Sáenz,Robo a personas,3.9487500000000004,4,1
1094,2025-11-26,11,miércoles,2,17,Tarde,0,0,Aeropuerto,Robo de autopartes,2.2177749999999996,2,0
1095,2025-12-19,12,viernes,4,16,Tarde,0,0,Eloy Alfaro,Vandalismo,2.6244,1,0
1096,2025-04-28,4,lunes,0,8,Mañana,0,0,Quitumbe,Alteración del orden público,3.1350000000000002,3,0
1097,2025-10-21,10,martes,1,9,Mañana,0,0,Eloy Alfaro,Robo de vehículos,2.7702000000000004,4,1
1098,2025-06-08,6,domingo,6,9,Mañana,1,0,Los Chillos,Robo de autopartes,1.847475,3,0
1099,2025-10-30,10,jueves,3,6,Mañana,0,0,Quitumbe,Emergencia comunitaria,2.1318,2,0
1100,2025-08-16,8,sábado,5,15,Tarde,1,0,Calderón,Incidente de tránsito,2.3341499999999997,1,0
1101,2025-12-31,12,miércoles,2,17,Tarde,0,0,Los Chillos,Incidente de tránsito,2.4588375,2,0
1102,2025-08-04,8,lunes,0,5,Madrugada,0,0,Manuela Sáenz,Robo de vehículos,2.565,2,0
1103,2025-07-03,7,jueves,3,19,Noche,0,0,Eloy Alfaro,Incidente de tránsito,3.9052125,6,1
1104,2025-01-15,1,miércoles,2,0,Madrugada,0,0,Los Chillos,Robo a personas,2.7253125,3,0
1105,2025-06-06,6,viernes,4,0,Madrugada,0,0,Eugenio Espejo,Robo a personas,4.6575,6,1
1106,2025-05-16,5,viernes,4,11,Mañana,0,0,Eloy Alfaro,Vandalismo,2.6244,2,0
1107,2025-09-18,9,jueves,3,20,Noche,0,0,La Delicia,Robo a personas,3.7192499999999997,7,1
1108,2025-06-06,6,viernes,4,1,Madrugada,0,0,Quitumbe,Robo a personas,4.86,5,1
1109,2025-02-16,2,domingo,6,3,Madrugada,1,0,Eloy Alfaro,Robo a personas,4.784062500000001,3,0
1110,2025-11-20,11,jueves,3,16,Tarde,0,0,Manuela Sáenz,Robo de autopartes,2.458125,2,0
1111,2025-11-28,11,viernes,4,3,Madrugada,0,0,Eloy Alfaro,Emergencia comunitaria,3.4425,7,1
1112,2025-06-22,6,domingo,6,10,Mañana,1,0,La Delicia,Alteración del orden público,2.3625000000000003,3,0
1113,2025-05-10,5,sábado,5,21,Noche,1,0,Los Chillos,Robo a personas,4.326075,3,0
1114,2025-04-05,4,sábado,5,3,Madrugada,1,0,Aeropuerto,Robo de autopartes,2.61625,0,0
